"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
"rm_na_psbF",0.00383653000000004,6.90000000000008e-07,4.89999999999996e-07,5.10000000000005e-07,8.10000000000001e-07,4.89999999999996e-07,0.00773447999999992,0.0422356999999999,0.0201789700000002,0.00881433000000009,0.01832627,0.0179162999999999,0.00881095999999995,0.0405680200000003,0.00808601999999994,4.59999999999996e-07,0.0185591599999998,0.0200400000000001,4.59999999999996e-07,0.00881396999999995,5.30000000000001e-07,6.40000000000004e-07,5.69999999999998e-07,4.40000000000002e-07,5.59999999999999e-07,0.00883201000000002,0.01767763,0.03618741
"rm_na_psbH",0.0156865999999999,4.30000000000003e-07,0.0270340999999997,0.00243857999999998,2.72400000000002e-05,7.89999999999998e-07,0.01072384,0.0735654999999993,0.0302095800000002,0.10694071,0.14704665,0.0411847499999996,0.0591731799999994,7.89999999999998e-07,6.60000000000002e-07,0.0453399200000005,0.0203743799999999,0.0216088699999998,0.00420195000000001,0.0468465000000001,0.10819933,0.0105600399999999,0.00983175000000006,0.00458493,3.50000000000004e-07,0.00550829000000001,0.0464856100000001,0.14796116
"rm_na_psbI",0.00649457999999996,6.90000000000008e-07,0.00982380999999998,5.10000000000005e-07,0.00998965000000003,0.0127667299999999,0.0099060099999999,0.0974552399999997,1.45000000000002e-06,0.0557126100000003,0.0209162699999998,6.19999999999994e-07,0.01030083,0.01175547,0.0112462900000001,7.30000000000007e-07,0.0208320900000001,0.0788321499999998,0.00920933000000006,0.0244505200000001,0.0843866700000006,6.40000000000004e-07,5.69999999999998e-07,0.01008643,5.59999999999999e-07,0.00964746999999997,0.00964935999999996,0.0612590200000001
"rm_na_psbJ",0.00814160000000006,6.90000000000008e-07,0.0369801099999997,5.10000000000005e-07,1.67999999999999e-06,1.13e-06,2.93e-06,0.05066447,0.0657914000000005,0.0826851100000004,0.0853013500000001,0.0181558199999998,5.10000000000005e-07,4.89999999999996e-07,4.10000000000004e-07,0.0177068100000002,0.0280176500000001,0.0273656,0.00159296999999998,0.0468121999999998,0.0509989999999997,6.40000000000004e-07,5.69999999999998e-07,4.40000000000002e-07,0.00806882999999998,6.40000000000004e-07,6.10000000000004e-07,0.0767942499999994
"rm_na_psbK",0.00901762999999996,1.78999999999999e-06,0.0238130700000001,0.01173362,0.0125298100000001,0.00697440000000002,0.0322353699999998,0.0913612600000003,0.01605565,0.0377814799999999,0.0531079000000001,0.03181703,7.5e-07,0.01511982,6.60000000000002e-07,0.0229602799999999,0.0814362099999992,0.04293827,0.00517044000000005,0.0279489299999998,0.0289585199999999,0.00849634999999998,3.60000000000003e-07,0.00525395000000004,0.0201233800000001,0.0229537600000001,0.0115165099999999,0.0850572400000002
"rm_na_psbL",0.00294918999999997,6.90000000000008e-07,4.89999999999996e-07,5.10000000000005e-07,6.70000000000005e-07,4.89999999999996e-07,5.20000000000001e-07,0.06051838,0.0095276799999999,0.0407459700000005,0.00922770000000005,3.90000000000001e-07,5.10000000000005e-07,4.89999999999996e-07,6.60000000000002e-07,4.59999999999996e-07,0.00952997000000007,0.0307957899999996,0.0104944600000001,0.0202743600000001,0.0192710000000001,6.40000000000004e-07,5.69999999999998e-07,7.10000000000008e-07,0.0095681800000001,0.00962075000000001,6.10000000000004e-07,0.02781769
"rm_na_psbM",0.00469575000000004,6.90000000000008e-07,1.96000000000002e-06,0.0236426300000001,0.0217721300000001,2.05999999999998e-06,0.0657166199999999,0.0785384600000008,1.22699999999999e-05,0.0554048499999999,0.0500563499999997,0.01211156,0.0365628200000001,0.0365654700000001,6.60000000000002e-07,0.0498308800000001,0.0247192599999999,6.60000000000002e-07,1.91000000000001e-06,0.0265776300000002,0.0747194599999993,0.0251401100000001,0.0103453100000001,0.0114693900000001,5.59999999999999e-07,0.0110477400000001,1.58999999999999e-06,0.0442919100000004
"rm_na_psbN",0.00507896999999998,6.90000000000008e-07,0.00926771000000003,0.0100778800000001,6.70000000000005e-07,0.00940056,0.0197597599999999,0.0320790599999999,0.0369229099999998,3.99999999999998e-07,0.0415321200000002,3.90000000000001e-07,0.02346532,7.89999999999998e-07,0.00672309000000007,0.0137478900000001,0.0432258400000002,0.01804969,4.59999999999996e-07,0.0119358400000001,0.02681221,6.40000000000004e-07,5.69999999999998e-07,4.40000000000002e-07,3.50000000000004e-07,0.00926806999999993,0.0407592300000004,0.0479065099999995
"rm_na_psbT",0.00978091000000006,6.90000000000008e-07,0.00865360999999992,5.10000000000005e-07,0.01904176,0.0171803699999999,0.0379932199999997,0.0819625399999992,5.59999999999999e-07,6.50000000000007e-07,0.0299467499999999,6.19999999999994e-07,4.52799999999995e-05,0.00542865000000001,1.70999999999998e-06,0.0580199899999999,0.0222503400000002,0.0654662699999999,0.00917425999999995,0.0729586600000005,0.0346974300000003,0.0177213500000002,5.69999999999998e-07,4.40000000000002e-07,5.59999999999999e-07,6.40000000000004e-07,0.0502782800000005,0.0922567599999998
"rm_na_psbZ",0.00400290999999998,1.10000000000001e-06,7.89999999999998e-07,3.20000000000003e-07,0.00514096,0.0113585799999999,0.0130189299999999,0.0440050400000004,5.59999999999999e-07,0.0297453400000001,0.0292826499999998,0.02302894,0.0198538699999999,7.89999999999998e-07,6.60000000000002e-07,0.0258779899999998,0.0445722699999996,0.0315765800000003,0.00608665999999993,0.00541129000000002,0.0202558899999999,0.00555998999999998,0.00556450999999994,7.10000000000008e-07,0.00574618000000002,0.00549584000000004,0.0113691500000001,0.0377567799999999
"rm_na_rbcL",0.00652880999999994,0.00678131000000003,0.00857060999999997,4.30000000000003e-07,0.00771416000000006,0.0108912900000001,0.0116630399999999,0.0612032999999999,0.0228159100000001,0.0758009399999994,0.0658936200000004,0.02283347,0.0103837600000001,0.0138336400000001,0.00787180000000007,0.0538215299999998,0.0430345500000003,0.0621652699999999,0.00866493999999991,0.0621782000000006,0.0367505300000001,0.01794355,0.00594988000000005,0.00455777000000003,0.0020719,0.01733163,0.00931288000000008,0.0615818600000005
"rm_na_rpl14",0.00655962999999994,0.00570259,0.0175351599999998,1.60000000000002e-06,0.00736694999999996,0.000416190000000002,0.0176534800000002,0.0502331300000001,0.0199714300000001,0.0537381000000006,0.10980869,0.0179112799999998,0.0174663900000001,0.0232778600000001,6.60000000000002e-07,0.0137153299999999,0.0337716599999998,0.0489836999999996,0.00294445999999997,0.0329729299999999,0.0546829800000003,0.00299992999999997,0.00274564999999998,1.69999999999998e-07,2.20000000000002e-07,0.0118303999999999,0.0142914100000001,0.0618726000000005
"rm_na_rpl16",0.00640009000000004,0.00345049,0.0356536699999999,0.00471615000000004,0.00562032999999994,0.0211584100000002,0.00917528000000006,0.10603216,0.0378875500000004,0.0688020099999995,0.10501306,0.0256145400000001,0.0297300400000002,5.69999999999998e-07,1.60000000000002e-07,0.0475384099999995,0.0475439499999998,0.0679618399999996,0.01270297,0.05031624,0.0365830300000001,0.01010937,0.00274645999999997,1.69999999999998e-07,0.00668922,0.01723083,0.03266992,0.0603677700000006
"rm_na_rpl2",0.00262978999999999,1.10000000000001e-07,0.00505114000000004,7.99999999999994e-08,0.00248668999999999,0.00109112999999999,0.00515678000000005,0.02509125,0.00237761999999998,0.0128365400000001,0.0233301600000002,0.00865635999999995,0.00244553999999998,0.00187681,1e-07,0.00178138000000001,0.0131462700000001,0.00928371999999992,0.00209411999999998,0.0142113500000001,0.0169481200000001,0.00482026,0.00122749,7.00000000000004e-08,9.0000000000001e-08,0.01840961,0.00735492,0.02480505
"rm_na_rpl20",0.0094550499999999,0.00842340999999991,0.0247986099999998,0.00334044000000001,0.00342529999999996,0.0201584999999998,0.0454415799999997,0.11990876,0.0116451400000001,0.0613292699999996,0.14624583,0.02392767,0.0196421500000002,0.00427048999999998,0.00207435999999999,0.0329366200000002,0.0719114000000005,0.0844029800000002,0.000520800000000005,0.0409983399999998,0.0756819599999995,0.0255853699999999,1.40000000000001e-07,0.00587742999999994,5.59999999999999e-07,0.01150609,0.0322792100000002,0.0891831499999996
"rm_na_rpl22",0.00980700999999989,0.0017522,0.00826808999999994,0.00414929000000001,0.00857832000000005,4.89999999999996e-07,0.0482401000000002,0.14383971,0.03325283,0.11617895,0.18125514,0.0405356200000001,0.0441504900000003,0.0147654000000001,1.34400000000001e-05,0.0552767299999995,0.0711857300000007,0.1690305,0.00877480000000006,0.0714709499999993,0.0902593999999996,0.0114128700000001,1.40000000000001e-07,1.69999999999998e-07,0.00489811000000005,0.0299792099999998,0.0406502099999999,0.0925029700000001
"rm_na_rpl23",0.000787309999999993,0.00417564999999996,3.09999999999998e-07,1.30000000000001e-07,2.60000000000001e-07,0.00420613999999997,2e-07,0.0174920400000001,0.00417761000000003,0.0226182099999998,0.0176838799999999,2.40000000000002e-07,0.00424285999999997,3.09999999999998e-07,2.60000000000001e-07,0.00430348999999996,0.00871345,0.00851374000000004,0.00429803000000003,0.0313920099999997,2.10000000000001e-07,0.0130346899999999,2.20000000000002e-07,2.80000000000001e-07,1.40000000000001e-07,0.00412324999999997,2.40000000000002e-07,0.00742614000000006
"rm_na_rpl32",0.0202896800000001,9.37000000000004e-06,0.0371746600000003,8.20000000000007e-07,0.0201798199999998,1.12e-06,8.29999999999993e-07,0.094674820000001,0.0158470499999999,0.10771349,0.12222215,0.0399402100000002,0.00967879000000006,0.0161667699999999,1.06e-06,0.0932890500000006,0.0658307400000001,0.11401354,0.0145088399999999,0.0488886000000005,0.0685779400000006,0.0373383200000002,0.01078086,1.83e-06,0.0495532900000002,0.0342446699999999,6.10000000000004e-07,0.19137902
"rm_na_rpl33",0.00709002999999993,0.000549510000000005,0.0265690399999999,3.20000000000003e-07,0.0126033600000001,1.28e-06,0.00696269000000002,0.11569776,0.0203822899999998,0.0591141000000002,0.0925576800000001,0.0183964199999999,0.0296483200000002,1.54999999999999e-06,0.00884600999999992,0.0394426799999998,0.07002703,0.10789473,0.0223406299999997,0.0690415699999998,0.0418580200000002,0.0405056700000003,5.69999999999998e-07,0.00509105,0.0171119400000002,0.0176356799999999,0.0144013999999999,0.0668754899999995
"rm_na_rpl36",0.00959396000000001,6.90000000000008e-07,0.01000725,5.10000000000005e-07,0.01129468,2.05999999999998e-06,0.0222609600000002,0.0194228600000002,0.0234598199999999,0.0306115900000002,0.094320770000001,0.00956280000000008,0.0208292499999999,0.0204333800000001,0.00777715000000001,0.0239353999999998,0.0521789799999997,0.02377048,0.0213766999999998,0.0208440499999999,5.30000000000001e-07,0.00913492999999997,0.00969701000000005,0.0401291599999997,5.59999999999999e-07,0.0371927900000002,6.10000000000004e-07,0.0904934499999991
"rm_na_rpoA",0.00809607000000002,5.00000000000001e-07,0.0290967200000002,0.00128053999999999,0.00601917000000003,0.0112248599999999,0.0210321199999999,0.0759679899999994,0.01566711,0.0639039799999999,0.0921565700000007,0.0268409299999997,0.0255236300000001,0.0153826299999998,1.60000000000002e-07,0.0465778799999998,0.0560853100000002,0.0961605300000007,0.00284022000000002,0.0685743599999995,0.0404092500000003,0.0296503199999999,0.0108576199999999,0.01451111,0.00494549000000001,0.0372789499999997,0.0237007200000001,0.0763648399999997
"rm_na_rpoB",0.00627239000000005,0.00237723,0.01380176,0.00303284999999998,0.00608771000000005,0.00439489000000003,0.01742096,0.0701977299999999,0.0201741899999998,0.0573593599999994,0.0580309600000005,0.01535672,0.0139210299999999,0.0107860799999999,0.00239919000000001,0.0337154999999999,0.0504564800000004,0.0532187299999994,0.00773802999999992,0.0766064999999994,0.0427827599999998,0.01686487,0.00246894000000002,0.00521289000000004,0.00333221000000001,0.0232311500000001,0.0142971599999999,0.0591632599999994
"rm_na_rpoC1",0.00776856000000004,0.00682200000000002,0.01625926,0.00160505,0.00812543000000001,0.00520287000000003,0.01654429,0.05493417,0.0142913900000001,0.0583480699999998,0.0867103199999999,0.0217662,0.0169400000000001,0.0150640200000001,2.90000000000003e-07,0.0372482299999999,0.0465656599999997,0.0464455699999997,0.00564256999999994,0.0943981700000001,0.0539700299999994,0.01075382,0.00742550000000005,0.00430726999999999,9.0000000000001e-08,0.01966989,0.0251505400000001,0.0732755800000002
"rm_na_rpoC2",0.00893729000000002,0.00231383,0.0231982599999999,0.00276665999999998,0.00993918999999998,0.0124281800000001,0.01659086,0.0972344000000011,0.0241841199999999,0.0802016500000007,0.1029235,0.0242172499999998,0.0197772600000002,0.01479318,0.00121492,0.0511499699999996,0.0533458199999994,0.0817234900000004,0.00373065999999999,0.0851789299999992,0.0699670999999998,0.0177919200000002,0.00671716,0.00615854000000002,0.00242086,0.0341102599999996,0.02723929,0.0842994600000006
"rm_na_rps11",0.0118174,0.00146445000000001,0.0175754099999998,5.10000000000005e-07,0.0112314,0.00903739000000006,0.02659123,0.0618037700000003,0.0247237700000003,0.0928219100000007,0.14533828,0.01582331,0.0307452099999999,0.00692906999999993,0.00155333999999999,0.0501365900000005,0.0443625700000003,0.0684986099999993,0.00546510999999995,0.0671506400000005,0.0729550400000008,0.0291238399999998,0.00762293999999991,0.0157209200000002,1.40000000000001e-07,0.0237696299999997,0.0360548600000003,0.11146561
"rm_na_rps12",0.00722048999999998,4.30000000000003e-07,0.00608114999999994,3.20000000000003e-07,4.19999999999999e-07,3.09999999999998e-07,5.20000000000001e-07,0.0183218999999998,0.00605527999999999,0.01202227,0.00602797999999996,0.0578743500000004,0.00605665000000005,7.89999999999998e-07,6.60000000000002e-07,0.00609751000000004,0.00605748000000001,0.0257398599999997,7.30000000000007e-07,0.00604229999999994,0.00612743000000006,6.40000000000004e-07,0.00608292999999995,0.0506118800000005,3.50000000000004e-07,0.0584182199999995,3.8e-07,0.0681060800000008
"rm_na_rps14",0.00446600000000001,0.00554692,0.01014761,2e-07,0.01167491,7.89999999999998e-07,0.01661926,0.0680618600000006,0.0170621899999999,0.0531929200000006,0.0622162500000002,0.0282055700000001,0.0171370200000001,0.00338563999999996,2.60000000000001e-07,0.0233363300000002,0.06088033,0.0428809099999996,0.00386562000000001,0.0525598200000002,0.0731916600000004,0.0160507600000001,0.00692398999999996,0.00343355000000002,0.00787588000000007,0.03013488,0.0122026500000001,0.0421247900000003
"rm_na_rps15",0.00967518000000009,0.00386554999999997,3.8e-07,3.50000000000004e-07,0.00236944000000002,0.0100205999999999,0.02034126,0.097210640000001,0.0576521599999995,0.12028286,0.14366591,0.0377922399999999,0.03258286,0.01476728,0.00914283999999993,0.0626742799999995,0.0739461400000006,0.12599844,0.0224898500000002,0.0520917200000004,0.10848962,0.0337998499999998,0.0155255799999999,0.00286787000000002,0.00291499999999998,0.0369563300000004,0.0516836100000001,0.091259519999999
"rm_na_rps16",0.00804649999999991,0.0182058000000002,0.01197037,3.20000000000003e-07,0.0241436199999999,7.89999999999998e-07,0.0165353500000001,0.17160982,0.0470568199999996,0.0400884099999997,0.0910727600000003,0.0230209999999998,0.01199943,0.01289476,0.00143574000000002,0.0294969600000001,0.0751073099999998,0.0918174199999994,0.0160083400000001,0.0434254000000003,0.0429286899999997,0.0120107300000001,0.00595812999999996,0.0164765800000001,0.00414155999999999,0.0348740300000002,0.00586894,0.0758972600000005
"rm_na_rps18",0.00277574000000001,6.90000000000008e-07,0.0266392099999999,0.00430157000000002,0.00911181000000007,7.89999999999998e-07,3.20000000000003e-07,0.0294243500000003,0.0107862299999999,0.0171402799999999,0.14679562,0.0311774199999999,0.00628774999999994,0.00645364,0.01268838,0.0165584300000001,0.0264642000000002,0.00768145999999994,7.30000000000007e-07,0.0315357399999999,0.0215505699999998,6.40000000000004e-07,3.60000000000003e-07,7.10000000000008e-07,3.50000000000004e-07,0.00547485999999997,0.0169201400000001,0.0261817399999999
"rm_na_rps19",0.00740393000000007,4.30000000000003e-07,0.0383896100000003,5.10000000000005e-07,0.0268375000000003,0.0103641200000001,0.0336202200000002,0.0718099800000007,0.0114144499999999,0.0286476800000003,0.17987172,0.0156904199999999,0.01779557,0.0105301799999999,6.60000000000002e-07,0.0293287899999998,0.0455717599999998,0.12726948,0.00767391999999992,0.0518555099999997,0.0368218099999996,0.0226504299999998,2.20000000000002e-07,1.69999999999998e-07,0.00854670000000008,0.0169278100000001,0.0293260199999997,0.0698363100000002
"rm_na_rps2",0.00634665000000001,1.69999999999998e-07,0.0176492899999999,0.000989760000000012,0.00493179999999996,0.00605721999999997,0.0276441400000002,0.0580067799999998,0.0159790099999999,0.0668835900000005,0.0863326800000005,0.02025214,0.01848243,0.00996596000000007,0.00144314999999999,0.0270344199999998,0.03240854,0.0504862499999995,0.01116722,0.02217258,0.0523669500000004,0.0190135699999999,0.00259625000000003,0.0107033699999999,0.00761625000000008,0.02577744,0.0241969800000001,0.0598636600000006
"rm_na_rps3",0.00734939999999994,2.70000000000001e-07,0.01946821,0.01094766,0.00470572999999998,0.0203548600000001,0.0207907199999999,0.0844791899999998,0.0439955199999999,0.0879499099999996,0.13836769,0.02620098,0.0167085399999998,0.00242435,1.9e-07,0.0545273700000002,0.0864415400000007,0.08297992,0.00706995999999998,0.0622806700000002,0.0586647300000002,0.00433822000000004,9.0000000000001e-08,0.00150246999999999,0.00293100000000003,0.0297307699999997,0.0428873400000003,0.0693219400000006
"rm_na_rps4",0.00577613999999995,0.00254345000000003,0.02001485,1.30000000000001e-07,0.00681664999999999,0.0210304200000002,0.0109653699999999,0.0568807099999994,0.0149512900000002,0.0488963400000003,0.0580356999999995,0.0308442000000003,0.0128284299999999,0.00650208999999993,0.00593473999999994,0.02717522,0.0440125499999997,0.05214637,0.00586512000000003,0.0384277699999997,0.0420034500000004,0.0088638299999999,0.00512632000000004,0.00334141000000002,0.00415514000000002,0.01556772,0.0219711199999999,0.0544824999999995
"rm_na_rps7",0.0010869,1.69999999999998e-07,0.00218583000000002,2e-07,2.60000000000001e-07,0.00227061,0.00217736000000001,0.00675398000000001,0.00221938000000001,0.00899348000000009,0.0355119600000003,0.00217645000000002,0.00442714999999996,0.00234964,0.00203890000000002,0.00455870000000004,0.00908276999999996,0.0138439300000001,2.90000000000003e-07,0.0112772199999999,1.30000000000001e-07,0.00219375999999998,1.40000000000001e-07,1.69999999999998e-07,1.40000000000001e-07,0.00440507999999998,0.00442826000000003,0.0102520100000001
"rm_na_rps8",0.00861711000000008,1.69999999999998e-07,0.0427616499999996,0.00810140000000008,1.60000000000002e-07,1.13999999999999e-06,0.0234465199999999,0.12171922,0.0233242900000003,0.0993667200000001,0.10426081,0.0259784700000002,0.0287514999999998,0.00939983000000003,0.00397742999999998,0.0394834300000001,0.0561103599999998,0.06274649,0.0173127299999999,0.0625350700000001,0.0692316400000001,0.00264566999999999,1.40000000000001e-07,2.80000000000001e-07,1.40000000000001e-07,0.0387001599999999,0.0526884700000006,0.0812794099999997
"rm_na_ycf3",0.00221950000000002,2.70000000000001e-07,0.0200593699999999,2e-07,0.00646797000000003,3.20000000000003e-07,0.0155692700000002,0.0773323799999996,0.0261953999999999,0.0617721000000007,0.0287464900000002,0.00760224000000003,2e-07,0.00824089999999993,6.60000000000002e-07,0.0324134999999997,0.0383560599999997,0.0493734599999997,0.00389126999999996,0.0416787200000002,0.00768755999999993,2.50000000000001e-07,0.00367615,0.00368220999999999,2.20000000000002e-07,0.0232069399999998,0.00743891000000004,0.0209350600000002
"rm_na_ycf4",0.0095831,0.00680104999999997,0.0212567600000002,1.30000000000001e-07,0.00691714000000004,0.00681627000000004,0.0185304299999999,0.0628645599999993,0.0195779300000001,0.0709793600000005,0.0900255800000008,0.0177217399999999,0.00709454999999997,0.0158429399999999,0.00392123,0.0407606800000003,0.0440698399999998,0.0526435700000001,0.0150512800000001,0.0491797299999997,0.0318005399999997,0.0257500600000001,0.00927603000000002,0.0092277299999999,0.00096980000000001,0.0148897300000001,0.0142538399999999,0.0903910100000005
